file,execution_time_seconds
electron_electron__issue-commented.yml,2.5651
google_go-querystring__tests.yml,2.9114
oracle_graal__reachability-metadata.yml,2.4337
tensorflow_tensorflow__scorecards-analysis.yml,2.8253
nodejs_node__codeql.yml,2.6474
microsoft_vscode__telemetry.yml,2.9708
github_gitignore__stale.yml,3.041
tensorflow_tensorflow__arm-cd.yml,2.8683
electron_electron__audit-branch-ci.yml,3.907
Significant-Gravitas_AutoGPT__platform-dev-deploy-event-dispatcher.yml,2.6486
alibaba_tengine__ci.yml,3.4
denoland_deno__version_bump.yml,2.798
langchain-ai_langchain__scheduled_test.yml,3.4632
krahets_hello-algo__typescript.yml,2.3017
google_blockly__keyboard_plugin_test.yml,3.701
google_blockly__appengine_deploy.yml,2.7527
n8n-io_n8n__docker-build-push.yml,3.3159
facebook_react-native__close-pr.yml,3.0221
langgenius_dify__deploy-enterprise.yml,2.3515
twbs_bootstrap__js.yml,2.7296
langchain-ai_langchain__codespell.yml,2.2792
nodejs_node__commit-lint.yml,2.3272
IBM_sarama__stale.yml,2.2763
vercel_next.js__trigger_release_new.yml,2.7798
electron_electron__pipeline-segment-electron-test.yml,2.5125
NVIDIA_k8s-device-plugin__helm.yaml,3.4519
vercel_next.js__issue_lock.yml,2.7557
facebook_create-react-app__e2e-base.yml,3.1754
langgenius_dify__translate-i18n-base-on-english.yml,3.1118
langchain-ai_langchain__api_doc_build.yml,2.9033
huggingface_transformers__self-nightly-past-ci-caller.yml,2.5043
alibaba_ice__ci.yml,2.7601
NVIDIA_cutlass__new-issues-to-triage-projects.yml,2.1597
vercel_next.js__issue_version.yml,2.3146
vercel_next.js__update_react.yml,2.3524
langgenius_dify__web-tests.yml,3.5265
microsoft_terminal__winget.yml,2.546
Significant-Gravitas_AutoGPT__platform-autogpt-deploy-dev.yaml,1.9228
axios_axios__npm-tag.yml,2.0121
n8n-io_n8n__release-publish.yml,2.61
vercel_next.js__turbopack-nextjs-dev-integration-tests.yml,2.4756
EbookFoundation_free-programming-books__check-urls.yml,2.7097
Significant-Gravitas_AutoGPT__codeql.yml,3.4814
vercel_next.js__notify_release.yml,3.1179
excalidraw_excalidraw__semantic-pr-title.yml,2.8273
google_go-github__linter.yml,2.4744
microsoft_TypeScript__lkg.yml,2.2769
electron_electron__semantic.yml,3.1033
facebook_folly__getdeps_mac.yml,3.2058
krahets_hello-algo__dotnet.yml,3.0304
nodejs_node__label-pr.yml,3.1433
ohmyzsh_ohmyzsh__installer.yml,2.5269
electron_electron__build.yml,2.3572
